,condition,date,description,engine hours (total),id,length overall (LOA),make / manufacturer,model name / number,price,propulsion type,region,title,url,year manufactured
35,,2016-11-21 15:48,"Like new! 2015 350 Outrage with under 100 hours and priced to sell at $323,000! Price reduction to $299,900! ALL offers encouraged, the owner wants this one to be the next 350 sold!!! Triple 300 verados (white) Stainless steel anchor Bow table Bow sun shade Spotlight Underwater lighting 12v DC receptacle (electric reels/downriggers) Radial outriggers (hard top mounted) White hardtop enclosure curtains Sun shade retractable Fold down trolling seats Satellite radio receiver Autopilot EV-400 (2) 15"" Raymarine GS165 electronic/NAV package Open Array 4KW radar HD digital Canvas cover package Fuel water seperators Bow Thruster Mercury vessel view 7 Tackle station Bow cushions Bow table cushion Triple helm seating Dive door Fusion head unit Fusion bow remote JL Audio sound system Side cooler mount Pump out fish boxes Wind shield wiper Anchor windlass Fresh water wash down at the bow Gunwale seats Pump out head Teak flooring in console T-top door to climb through Collapsible outriggers Removable boarding ladder Electric reel outlets Fold down helm platform We are immediate cash buyers for all quality used boats!! Please send over any pictures / details you can provide and I will work out a very fair wholesale number for you. We take trades and will assist you with arranging financing, insurance, and delivery!",,5859719647,35,,,$299900,power,,'15 BW 350 OUTRAGE!! MINT,https://washingtondc.craigslist.org/doc/bod/5859719647.html,
36,,2016-11-21 15:47,"Used P and H Delphin Sea Kayak This boat has only been on the water a couple of times and is in great condition. This is a really great boat for people getting into Sea kayaking and those wishing to advance their skills. PFD's, paddles, helmets, rescue gear and skirts also available. If you purchase a full package we offer additional discounts. We are located at 9812 Falls Rd. Ste 121, Potomac, Md 20854 do NOT contact me with unsolicited services or offers",,5886879556,15,P and H,Delphin,$1299,human, (Potomac),Used P and H Delphin Sea Kayak 155,https://washingtondc.craigslist.org/mld/bod/5886879556.html,
37,,2016-11-21 15:43,"Used Pyranha Burn III The Pyranha Burn III designed with a playful hull, precise edges and forgiving deck profile so anyone from beginner paddlers to class V boaters can make the most of the river! We have Sizes XL and S PFD's, paddles, helmets, float bags and skirts also available. If you purchase a full package we offer an extra discount. We are located at 9812 Falls Rd. Ste 121, Potomac, Md 20854",,5886895841,9,Pyranha,Burn III,$799,human, (Potomac),Used 2016 Pyranha Burn III Kayak,https://washingtondc.craigslist.org/mld/bod/5886895841.html,2016
38,,2016-11-21 15:39,"Englehart Sit on top A small sit of top, perfect for taking your kids out on the water PFD's, paddles, helmets, float bags and skirts also available Swing by the store to try it out! Or email for more info. We buy, trade and sell all types of used paddling gear. We are located at 9812 Falls Rd. Ste 121, Potomac, Md 20854",,5886889962,4,,,$125,human, (Potomac),Used Englehart Epitot Sit On Top,https://washingtondc.craigslist.org/mld/bod/5886889962.html,
39,,2016-11-21 15:39,"Used Pyranha Fusion Pyranha's crossover whitewater/touring kayak. Excellent for stability, speed and ease of paddling. Gives you the freedom to choose from whitewater or checking out some bays PFD's, paddles, helmets, float bags and skirts also available. If you purchase a full package we offer an extra discount. We are located at 9812 Falls Rd. Ste 121, Potomac, Md 20854",,5886889231,10,Pyranha,Fusion,$599,human, (Potomac),Used Pyranha Fusion,https://washingtondc.craigslist.org/mld/bod/5886889231.html,
40,,2016-11-21 15:38,"Used Fluid Spice L Add some Spice to your life! A great playful river runner! PFD's, paddles, helmets, float bags and skirts also available Swing by the store to try it out! Or email for more info. We buy, trade and sell all types of used paddling gear. We are located at 9812 Falls Rd. Ste 121, Potomac, Md 20854",,5886887229,7,Fluid,Spice,$349,human, (Potomac Paddlesports),Used Fluid Spice Kayak L,https://washingtondc.craigslist.org/mld/bod/5886887229.html,
41,,2016-11-21 15:33,"Used Pyranha Sub 7 Zero Slicey boat for throwing ends in. PFD's, paddles, helmets, float bags and skirts also available Swing by the store to try it out! Or email for more info. We buy, trade and sell all types of used paddling gear. We are located at 9812 Falls Rd. Ste 121, Potomac, Md 20854",,5886879178,6,Pyranha,Sub 7,$225,human, (Potomac),Used Pyranha Sub 7 Kayak,https://washingtondc.craigslist.org/mld/bod/5886879178.html,
42,,2016-11-21 15:33,"Super stable Sea Kayak. The journey offers speed, stability and safety PFD's, paddles, helmets, float bags and skirts also available. If you purchase a full package we offer an extra discount. We are located at 9812 Falls Rd. Ste 121, Potomac, Md 20854",,5886878817,14,Jackson,Journey,$799,human, (Potomac),Used Jackson Journey Sea Kayak,https://washingtondc.craigslist.org/mld/bod/5886878817.html,
43,,2016-11-21 15:32,"Used Perception Shadow The Cape horn is great in most setting, in the ocean, touring or taking you to that secluded camping trip. PFD's, paddles, helmets, float bags and skirts also available. If you purchase a full package we offer an extra discount. We are located at 9812 Falls Rd. Ste 121, Potomac, Md 20854",,5886878308,15,,,$699,human, (Potomac),Used Perception Shadow Sea Kayak,https://washingtondc.craigslist.org/mld/bod/5886878308.html,
44,,2016-11-21 15:32,"Used Jackson Karma L This boat was part of our school equipment, lightly used. PFD's, paddles, helmets, float bags and skirts also available Swing by the store to try it out! Or email for more info. We buy, trade and sell all types of used paddling gear. We are located at 9812 Falls Rd. Ste 121, Potomac, Md 20854",,5886877483,9,Jackson,Karma,$699,human, (Potomac),Used Jackson Karma Kayak,https://washingtondc.craigslist.org/mld/bod/5886877483.html,
45,fair,2016-11-21 15:09,"Sprint. 1993  19'6"" for sale engine runs great. Only serious reply please. No Spammers please.",,5878857687,19,,,$7500,power, (Woodbridge),Sprint,https://washingtondc.craigslist.org/nva/boa/5878857687.html,
46,,2016-11-21 14:42,"2017 Aqua Patio 250XP Tritoon powered by a 350HP Yamaha! Features include 27'' toons, full lifting strakes, LED lighting throughout, Polk Ultramarine Stereo with USB/SiriusXM/Ipod &Iphone capabilities and Bluetooth with app control, dual center walk through tables, Captian's chair, ski tow bar, changing station, in floor ski locker, plenty of storage, plus more! Trades considered for boats, campers, cars, trucks, motorcycles, golf carts and ATVs! To see more pictures of this boat and others, visit our website at www.berkeleyoutdoors.com! For more information, call show contact info B90265G Godfrey Boats, Sweetwater, Bentley, Sanpan, Pontoon",,5882386512,27,,,,power,,2017 Aqua Patio 250XP Tritoon powered by a 350HP Yamaha!,https://washingtondc.craigslist.org/doc/bod/5882386512.html,
47,good,2016-11-21 14:35,"I have a 1999 20' Palm Beach (201 Whitecap) center console with a 2002 Suzuki DF140 4 stroke outboard (620 hours) for sale.  Just completed full engine service (spark plugs, oil, filters, etc.).  Comes with a 2005 Load Rite tandem axle trailer shown in the pictures.  More details are listed below. 8'6"" beam bottom is painted to leave in the water Lowrance elite 5 depth finder radio/cd player with auxillary & USB connection bimini top large bow cushion 85 gallon gas tank pvc trot line crabbing hook anchor life jackets Great boat for fishing, crabbing, and for family use.  Asking $10,000 OBO.  Reason for selling is planning on getting a bigger boat in the Spring. Please email for more pictures, performance numbers, and my cell phone number. Boat is currently located in Annapolis. Thanks.",620,5875906868,20,Palm Beach,201 Whitecap,$10000,power,,20' Palm Beach Center Console Boat w/ Suzuki 140HP 4 Stroke Outboard,https://washingtondc.craigslist.org/mld/boa/5875906868.html,1999
48,new,2016-11-21 13:52,"I've built a couple of these CLC boats over the years (canoes and kayak) and overstretched when I bought this kit. I realize now that I won't really have a place to store it once completed and I no longer have the garage/workshop space to easily assemble the kit. This is a great opportunity to get this beautiful boat kit for a steep discount. I can help with local delivery as well - everything would fit in the back of my station wagon. I would also be more than willing to help you out with building the boat here and there or just offer advice - I love building these kits and would be fun to work on this one.  ***The pictures are examples of the completed boat, obviously not the kit I am selling. These are great boats - I rowed and sailed one of these down on a lake in Georgia. What you get: Skerry Base kit, Skerry Sprit Rig sailing kit, and a tanbark sail upgrade. I have included the link below to the CLC website that shows the full contents of each kit. Everything is there, including all the epoxy you need, etc. Interested buyers can come take a look and go down the list item by item to make sure everything is there and in excellent condition. Note: I built the sailing rig portion of the kit: so the rudder, dagger board, boom, mast, and sprit are all completed. This would save you a full week's worth of work on those items alone. The actual boat / base kit components are untouched. These items new from CLC cost $2719.00 ($2883 including tax). ( $1425 for the boat kit, $1149 for the sail kit, $145 for the tanbark (rust colored) sail) I am asking $2000 (that is over 30% discount from the original price). Information about the boat: http://www.clcboats.com/shop/boats/wooden-sailboat-kits/skerry/skerry-rowing-sailing-dinghy-kit.html",,5886698189,15,CLC,Skerry,$2000,sail, (Alexandria / Kingstowne),"Chesapeake Light Craft (CLC) ""Skerry"" Rowing/Sailing Dinghy Kit",https://washingtondc.craigslist.org/nva/boa/5886698189.html,
49,excellent,2016-11-21 13:51,"2002 2855 BAYLINER CIERRA MID CABIN EXPRESS  -- VERY CLEAN / LOW HOURS / AIR / GEN / LIFT KEPT $22,500 - TRULY A BARGAIN FOR SUCH A NICE BOAT - A REAL END OF SEASON STEAL !! BEAUTIFUL BOAT -- TRULY IS EQUIPPED WITH EVERYTHING YOU CAN GET -- SALE BY ORIGINAL OWNERS -- ALWAYS LIFT KEPT IN FRONT OF OWNER'S WATERFRONT  HOME AND HARDLEY USED !! -- BUT ALWAYS MAINTAINED AND CARED FOR -- VERY CLEAN AND TRULY TURNKEY LARGE COCKPIT  -  LOTS OF COMFORTABLE GUEST SEATING -- TABLE BIMINI AND FULL ENCLOSURE FULL HELM -- STANDARD DIGITAL DEPTH FINDER -- RAYTHEON VHF -- COMPASS -- GARMIN 76 GPS -- TRIM TABS -- GUEST 10 AMP CHARGER -- HOT AND COLD PRESSURE WATER -- 6 GALLON WATER HEATER LARGE, OPEN, BRIGHT CABIN -- QUEEN BED FORWARD, DINETTE THAT CONVERTS INTO A BED -- NICE MID CABIN -- FULL GALLEY -- 2 BURNER ALCHOHOL / ELECTRIC STOVE -- 12V REFRIGERATOR -- MICROWAVE -- LOTS OF STORAGE PRIVATE, ENCLOSED HEAD WITH SHOWER 7,000 BTU MARINEAAIRR REVERSE CYCLE AIR CONDITINING AND HEAT MERCRUISER 350 MAG MPI V8 -- LESS THAN 200 HOURS TOTAL !! BRAVO 3 OUTDRIVE -- DUAL PROP -- ALWAYS KEPT OUT OF WATER ON THE LIFT KOHLER 5KW GENERATOR WITH KESS THAN 2 HOURS TOTAL !! ENTIRE BOAT JUST CLEANED, WAXED AND DETAILED. BOTTOM AND OUTDRIVE JUST FRESHLY PAINTED -- BEAUTIFUL !! WHAT MORE COULD YOU WANT IN THIS SIZE, TURNKEY, VERY LIGHTLY USED, FULLY OPTIONED - ORIGINAL OWNER  -- GO ANYWHERE EXPRESS CRUISER PLEASE CALL TONY - FOUR 1 OH -- THREE 5 THREE -- FIFTY FIFTY THANK YOU",,5886510792,30,BAYLINER,2855 CERRA,$22500,power," (COLONIAL BEACH, VIRGINIA)",2002 2855 BAYLINER CIERRA MID CABIN EXPRESS - AIR / GEN - A STEAL !,https://washingtondc.craigslist.org/mld/bod/5886510792.html,2002
50,excellent,2016-11-21 13:44,Coleman Ram-X canoe with two Indian Head wood paddles and two flotation cushions.  Excellent for fishing or day paddles.  Can carry up to 775 pounds and use up to a 5hp motor.,,5886683635,17,Coleman,,$395,human, (Springfield),Coleman 17' Canoe w/ paddles and flotation,https://washingtondc.craigslist.org/nva/boa/5886683635.html,
51,,2016-11-21 13:22,"TWO KAWASAKI JET SKIS for parts, no title 1 runs, 1 missing carb. Doesn't include trailer.",,5886642896,09,,,$500,power, (Grasonville),Kawasaki jet skis for sale (2),https://washingtondc.craigslist.org/mld/boa/5886642896.html,
52,good,2016-11-21 13:19,"Priced well below blue book. MUST SELL! Thanks!  I had previously incorrectly listed this as a 2001, but it is a 2002 (on the title and as part of the VIN).  I have recently had two people make firm offers on the boat, and when it came time to complete the deal, they instead offered part cash and part motorcycle or RV.  I am not interested in exchanging items - this is a cash sale, please.   Thank you! This is a 2002 25' Crest Family Fish pontoon boat that seats 17, with a well-maintained 2002 90HP Honda Four Stroke engine. Plenty of power! It has oversized pontoons and lifting strakes, which result in a very stable ride, even in rough water. It has tons of storage for gear, with two built-in areas for fishing lures and equipment, and fishing rod holders throughout. This boat offers the best of all options - it is a wonderful, stable cruising pontoon, it has plenty of power to kneeboard and ski, and it is built for fishing, with storage and 4 bass seats at all four corners. - Humminbird depth finder and GPS unit with full B&W high-contrast LCD screen - New Boss AM/FM Stereo, with Bluetooth and full remote control. Can play 1000s of songs from SD-card! - Minn Kota Power Drive V2 Digital, foot-operated Pontoon trolling motor with 2 dedicated trolling batteries - 2 pontoon batteries (starting and deep cycle marine) and Perko battery switch - Live-well with pump, can continuously pump fresh water into live well under seat - Stow-away ladder, can be easily switched from port or starboard entry area - 3 Gated entry areas (at the bow, and mid-ships, port and starboard) - Double-wide captains chair - 3 Full-length reclined lounge bench seats - Heavy duty ski tow bar - Fresh water tank and sink - 2002 Honda Motor, 90HP Four Stroke with hydraulic trim - Oversized bimini with matching bimini storage boot - Privacy curtain for changing/porta potty - Rear vinyl decking washout area - Carpeted throughout (other than vinyl decking area) and is in excellent shape. Decking and seats are are structurally solid. - Comes with the optional bass seats in front and back (4 total, with mesh backs for storage), for 4-corner fishing. Plenty of comfortable lounge seating for family and friends. - Includes 2001 26' heavy duty tandem trailer, with recent carpeting and wood rails. - Includes PFDs (life vests), docking lines, water supply 'ear muffs' to run the motor out of the water, and anchor - it's ready to go! The boat is in good shape, with the following exceptions (and does not prevent the boat from being used and enjoyed right away): - Some of the upholstery has some cracks in it. Some new vinyl repairs were made earlier this year. The seats are otherwise solid. - The manual sink pump does not work, but the fresh water tank and sink drain are working fine. This boat is ready to go for $9,500 / best offer.",,5886585881,25,Crest,Family Fish 25',$9500,power, (Lake),25' Pontoon - Crest Family Fish with Minn Kota Trolling Motor,https://washingtondc.craigslist.org/nva/boa/5886585881.html,2002
53,excellent,2016-11-21 13:16,"I'm  selling  my beautiful for f150 condition  very good                   tires  brand new Michelin           motor v8                                     4#4.                                        miles170,000.                            fuel ⛽  recommended #93.         automatic transmission 8cylindres                               very  strong 💪                           redy for  used  for snow ⛄       for work 🏢 title clear                only  need  new owner 😊 price $9,200 ready for tease drive  no cash ✋ trades  not  dialer  chip no  need  help  for  selling not 🚬📞 show contact info thanks 👌",8,5878993066,4,g,h,$9200,power,,for  lariat f150 spot,https://washingtondc.craigslist.org/nva/boa/5878993066.html,2016
54,fair,2016-11-21 13:16,"edit Sept 20: Vessel will be donated to purple heart soon For sale 5500 OBO It's time to part ways with my Ciera, I've been the owner over the last 4 years and you will not find a 2550 like her in this area. Title in hand. Unlike most this one was upgraded to the OMC King Cobra ( 7.5L ) with OMC outdrive, that said she gets up and going much quicker. Shrinkwrapped by professionals at the end of every season and winterized. New canvas top was purchased Fall 2015. Air conditioning system will come with the boat but I have not had it installed, currently in one of the many storage compartments. Sleeps 6 or five adults. Check out the video on youtube below. Quick video at the Marina https://www.youtube.com/watch?v=U76C837JQog The 2550 has always been a great starter boat due to the length of 25' (overall 27 with swim platform) and the width almost 10' which gives more space then any other boat of it's size. Will come with two batteries always on a charger (new Guest 2910) , I use the ship to shore power. I have the Ciera cruising the Potomac just about every other weekend and occasionally over on the Cheasepeake Bay. The only reason I am parting ways it is I am ready for a larger vessel Bad: Water lines need to be replaced from water pump to water heater Includes trailer with rollers, very easy to launch and recover even solo NADA value is over 14k original purchased 9/16/87 for 45,649 (have paperwork from original owner) July 18 2016 update: Fuel level replaced, now all gauges work as they should. Carb cleaned and jets cleaned, hoooray 90F temp in the Maryland area!",,5858629372,25,Bayliner,2555,$5500,power," (National Harbor, MD)",1987 Bayliner 2550 Ciera w/ OMC King Cobra,https://washingtondc.craigslist.org/mld/boa/5858629372.html,1987
